seriesid,item_name,year_month,value
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2019-01,3.727
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2018-12,3.709
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2018-11,3.745
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2018-10,3.692
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2018-09,3.701
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2018-08,3.738
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2018-07,3.786
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2018-06,3.824
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2018-05,3.688
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2018-04,3.775
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2018-03,3.728
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2018-02,3.659
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2018-01,3.668
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2017-12,3.729
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2017-11,3.775
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2017-10,3.703
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2017-09,3.801
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2017-08,3.785
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2017-07,3.866
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2017-06,3.768
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2017-05,3.645
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2017-04,3.675
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2017-03,3.590
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2017-02,3.549
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2017-01,3.621
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2016-12,3.619
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2016-11,3.703
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2016-10,3.742
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2016-09,3.791
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2016-08,3.912
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2016-07,3.807
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2016-06,3.840
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2016-05,3.902
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2016-04,3.933
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2016-03,3.929
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2016-02,3.945
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2016-01,4.019
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2015-12,4.025
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2015-11,4.082
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2015-10,4.119
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2015-09,4.195
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2015-08,4.222
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2015-07,4.266
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2015-06,4.324
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2015-05,4.308
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2015-04,4.323
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2015-03,4.364
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2015-02,4.403
APU0000703111,"Ground chuck, 100% beef, per lb. (453.6 gm)",2015-01,4.375
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2024-12,5.605
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2024-11,5.628
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2024-10,5.588
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2024-09,5.670
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2024-08,5.577
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2024-07,5.497
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2024-06,5.472
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2024-05,5.148
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2024-04,5.236
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2024-03,5.132
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2024-02,5.132
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2024-01,5.030
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2023-12,5.210
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2023-11,5.353
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2023-10,5.226
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2023-09,5.109
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2023-08,5.076
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2023-07,5.102
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2023-06,5.028
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2023-05,4.960
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2023-04,4.790
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2023-03,4.813
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2023-02,4.778
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2023-01,4.791
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2022-12,4.800
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2022-11,4.853
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2022-10,4.836
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2022-09,4.862
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2022-08,4.937
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2022-07,4.893
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2022-06,4.889
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2022-05,4.794
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2022-04,4.916
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2022-03,4.757
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2022-02,4.630
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2022-01,4.554
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2021-12,4.604
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2021-11,4.716
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2021-10,4.719
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2021-09,4.504
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2021-08,4.468
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2021-07,4.388
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2021-06,4.357
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2021-05,4.101
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2021-04,4.096
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2021-03,4.042
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2021-02,3.987
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2021-01,3.965
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2020-12,3.951
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2020-11,4.027
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2020-10,4.008
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2020-09,4.076
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2020-08,4.177
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2020-07,4.264
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2020-06,4.737
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2020-05,4.461
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2020-04,4.052
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2020-03,3.881
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2020-02,3.865
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2020-01,3.886
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2019-12,3.862
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2019-11,3.812
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2019-10,3.841
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2019-09,3.851
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2019-08,3.819
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2019-07,3.800
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2019-06,3.812
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2019-05,3.822
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2019-04,3.775
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2019-03,3.725
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2019-02,3.758
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2019-01,3.801
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2018-12,3.725
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2018-11,3.781
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2018-10,3.714
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2018-09,3.743
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2018-08,3.792
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2018-07,3.745
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2018-06,3.729
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2018-05,3.685
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2018-04,3.730
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2018-03,3.657
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2018-02,3.642
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2018-01,3.641
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2017-12,3.708
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2017-11,3.638
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2017-10,3.688
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2017-09,3.707
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2017-08,3.732
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2017-07,3.754
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2017-06,3.679
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2017-05,3.559
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2017-04,3.547
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2017-03,3.594
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2017-02,3.557
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2017-01,3.553
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2016-12,3.559
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2016-11,3.597
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2016-10,3.679
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2016-09,3.665
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2016-08,3.657
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2016-07,3.690
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2016-06,3.725
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2016-05,3.717
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2016-04,3.815
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2016-03,3.955
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2016-02,3.964
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2016-01,3.978
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2015-12,4.060
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2015-11,4.113
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2015-10,4.083
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2015-09,4.126
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2015-08,4.159
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2015-07,4.200
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2015-06,4.221
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2015-05,4.136
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2015-04,4.231
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2015-03,4.200
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2015-02,4.238
APU0000703112,"Ground beef, 100% beef, per lb. (453.6 gm)",2015-01,4.235
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2024-12,7.124
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2024-11,6.977
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2024-10,7.220
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2024-09,7.223
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2024-08,6.918
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2024-07,7.169
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2024-06,6.893
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2024-05,6.847
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2024-04,6.809
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2024-03,6.734
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2024-02,6.651
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2024-01,6.778
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2023-12,6.674
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2023-11,6.731
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2023-10,6.991
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2023-09,6.884
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2023-08,6.947
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2023-07,6.851
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2023-06,6.681
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2023-05,6.697
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2023-04,6.579
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2023-03,6.354
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2023-02,6.427
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2023-01,6.393
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2022-12,6.386
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2022-11,6.227
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2022-10,6.680
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2022-09,6.624
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2022-08,6.512
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2022-07,6.580
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2022-06,6.492
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2022-05,6.546
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2022-04,6.479
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2022-03,6.476
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2022-02,6.465
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2022-01,6.519
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2021-12,6.315
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2021-11,6.270
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2021-10,6.371
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2021-09,6.146
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2021-08,6.179
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2021-07,6.081
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2021-06,6.016
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2021-05,5.952
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2021-04,5.973
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2021-03,5.780
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2021-02,5.611
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2021-01,5.705
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2020-12,5.715
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2020-11,5.672
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2020-10,5.758
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2020-09,5.730
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2020-08,5.760
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2020-07,6.052
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2020-06,6.314
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2020-05,6.101
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2020-04,5.708
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2020-03,5.635
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2020-02,5.521
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2020-01,5.630
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2019-12,5.518
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2019-11,5.475
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2019-10,5.463
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2019-09,5.351
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2019-08,5.444
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2019-07,5.462
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2019-06,5.428
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2019-05,5.486
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2019-04,5.288
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2019-03,5.186
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2019-02,5.208
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2019-01,5.253
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2018-12,5.262
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2018-11,5.245
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2018-10,5.252
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2018-09,5.404
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2018-08,5.381
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2018-07,5.360
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2018-06,5.360
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2018-05,5.426
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2018-04,5.523
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2018-03,5.367
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2018-02,5.333
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2018-01,5.247
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2017-12,5.516
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2017-11,5.430
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2017-10,5.369
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2017-09,5.772
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2017-08,5.888
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2017-07,5.741
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2017-06,5.759
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2017-05,5.613
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2017-04,5.707
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2017-03,5.612
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2017-02,5.563
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2017-01,5.543
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2016-12,5.542
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2016-11,5.672
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2016-10,5.693
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2016-09,5.764
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2016-08,5.844
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2016-07,5.865
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2016-06,5.786
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2016-05,5.742
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2016-04,5.638
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2016-03,5.678
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2016-02,5.611
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2016-01,5.700
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2015-12,5.885
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2015-11,6.047
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2015-10,6.097
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2015-09,6.139
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2015-08,6.116
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2015-07,6.184
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2015-06,6.111
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2015-05,6.195
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2015-04,6.105
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2015-03,6.099
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2015-02,6.184
APU0000703113,"Ground beef, lean and extra lean, per lb. (453.6 gm)",2015-01,6.032
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2024-12,7.769
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2024-11,7.578
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2024-10,7.301
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2024-09,7.596
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2024-08,7.692
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2024-07,7.781
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2024-06,7.649
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2024-05,7.531
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2024-04,7.516
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2024-03,7.362
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2024-02,7.513
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2024-01,7.255
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-12,7.378
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-11,7.612
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-10,7.305
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-09,7.177
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-08,7.298
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-07,7.299
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-06,7.011
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-05,7.042
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-04,6.760
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-03,6.727
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-02,6.819
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-01,6.862
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2022-12,6.857
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2022-11,6.782
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2022-10,6.730
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2022-09,6.980
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2022-08,6.975
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2022-07,6.911
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2022-06,6.705
APU0000703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2022-05,7.031
