year_month,"All Ham (Excluding Canned Ham and Luncheon Slices), per lb. (453.6 gm)_x","All Other Pork (Excluding Canned Ham and Luncheon Slices), per lb. (453.6 gm)_x","All Pork Chops, per lb. (453.6 gm)_x","All Uncooked Beef Roasts, per lb. (453.6 gm)_x","All Uncooked Beef Steaks, per lb. (453.6 gm)_x","All Uncooked Other Beef (Excluding Veal), per lb. (453.6 gm)_x","Bacon, sliced, per lb. (453.6 gm)_x","Beef for stew, boneless, per lb. (453.6 gm)_x","Bread, white, pan, per lb. (453.6 gm)_x","Bread, whole wheat, pan, per lb. (453.6 gm)_x","Chicken, fresh, whole, per lb. (453.6 gm)_x","Chops, boneless, per lb. (453.6 gm)_x","Chops, center cut, bone-in, per lb. (453.6 gm)_x","Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)_x","Cookies, chocolate chip, per lb. (453.6 gm)_x","Flour, white, all purpose, per lb. (453.6 gm)_x","Ground beef, 100% beef, per lb. (453.6 gm)_x","Ground beef, lean and extra lean, per lb. (453.6 gm)_x","Ground chuck, 100% beef, per lb. (453.6 gm)_x","Ham, boneless, excluding canned, per lb. (453.6 gm)_x","Rice, white, long grain, uncooked, per lb. (453.6 gm)_x","Round roast, USDA Choice, boneless, per lb. (453.6 gm)_x","Spaghetti and macaroni, per lb. (453.6 gm)_x","Steak, round, USDA Choice, boneless, per lb. (453.6 gm)_x","Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)_x","All Ham (Excluding Canned Ham and Luncheon Slices), per lb. (453.6 gm)_y","All Other Pork (Excluding Canned Ham and Luncheon Slices), per lb. (453.6 gm)_y","All Pork Chops, per lb. (453.6 gm)_y","All Uncooked Beef Roasts, per lb. (453.6 gm)_y","All Uncooked Beef Steaks, per lb. (453.6 gm)_y","All Uncooked Other Beef (Excluding Veal), per lb. (453.6 gm)_y","Bacon, sliced, per lb. (453.6 gm)_y","Beef for stew, boneless, per lb. (453.6 gm)_y","Bread, white, pan, per lb. (453.6 gm)_y","Bread, whole wheat, pan, per lb. (453.6 gm)_y","Chicken, fresh, whole, per lb. (453.6 gm)_y","Chops, boneless, per lb. (453.6 gm)_y","Chops, center cut, bone-in, per lb. (453.6 gm)_y","Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)_y","Cookies, chocolate chip, per lb. (453.6 gm)_y","Flour, white, all purpose, per lb. (453.6 gm)_y","Ground beef, 100% beef, per lb. (453.6 gm)_y","Ground beef, lean and extra lean, per lb. (453.6 gm)_y","Ground chuck, 100% beef, per lb. (453.6 gm)_y","Ham, boneless, excluding canned, per lb. (453.6 gm)_y","Rice, white, long grain, uncooked, per lb. (453.6 gm)_y","Round roast, USDA Choice, boneless, per lb. (453.6 gm)_y","Spaghetti and macaroni, per lb. (453.6 gm)_y","Steak, round, USDA Choice, boneless, per lb. (453.6 gm)_y","Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)_y"
2019-07,3.238,2.722,3.411,5.609,7.716,4.998,5.701,5.575,1.281,1.951,1.562,3.83,4.041,5.479,3.468,0.454,3.8,5.462,4.001,4.239,0.798,5.458,1.198,5.977,8.284,3.238,2.722,3.411,5.609,7.716,4.998,5.701,5.575,1.281,1.951,1.562,3.83,4.041,5.479,3.468,0.454,3.8,5.462,4.001,4.239,0.798,5.458,1.198,5.977,8.284
2019-08,3.32,2.687,3.379,5.471,7.652,5.0,5.576,5.614,1.275,1.94,1.514,3.784,3.982,5.279,3.496,0.45,3.819,5.444,4.019,4.454,0.793,5.305,1.215,5.834,8.134,3.32,2.687,3.379,5.471,7.652,5.0,5.576,5.614,1.275,1.94,1.514,3.784,3.982,5.279,3.496,0.45,3.819,5.444,4.019,4.454,0.793,5.305,1.215,5.834,8.134
2019-09,3.343,2.687,3.335,5.43,7.658,5.018,5.571,5.632,1.296,1.935,1.487,3.761,3.841,5.294,3.587,0.449,3.851,5.351,3.885,4.439,0.797,5.222,1.184,5.858,8.083,3.343,2.687,3.335,5.43,7.658,5.018,5.571,5.632,1.296,1.935,1.487,3.761,3.841,5.294,3.587,0.449,3.851,5.351,3.885,4.439,0.797,5.222,1.184,5.858,8.083
2019-10,3.431,2.716,3.238,5.277,7.667,4.941,5.653,5.566,1.325,1.948,1.538,3.715,3.773,5.131,3.602,0.432,3.841,5.463,4.027,4.464,0.773,4.988,1.178,5.774,8.225,3.431,2.716,3.238,5.277,7.667,4.941,5.653,5.566,1.325,1.948,1.538,3.715,3.773,5.131,3.602,0.432,3.841,5.463,4.027,4.464,0.773,4.988,1.178,5.774,8.225
2019-11,3.18,2.74,3.399,5.376,7.535,5.032,5.505,5.792,1.361,1.943,1.43,3.786,3.85,5.404,3.603,0.417,3.812,5.475,3.993,4.253,0.721,5.211,1.231,5.793,8.318,3.18,2.74,3.399,5.376,7.535,5.032,5.505,5.792,1.361,1.943,1.43,3.786,3.85,5.404,3.603,0.417,3.812,5.475,3.993,4.253,0.721,5.211,1.231,5.793,8.318
2019-12,3.035,2.761,3.391,5.537,7.709,5.053,5.474,5.751,1.363,1.964,1.45,3.805,3.772,5.646,3.584,0.429,3.862,5.518,4.066,4.07,0.714,5.069,1.189,5.977,8.481,3.035,2.761,3.391,5.537,7.709,5.053,5.474,5.751,1.363,1.964,1.45,3.805,3.772,5.646,3.584,0.429,3.862,5.518,4.066,4.07,0.714,5.069,1.189,5.977,8.481
2020-01,3.11,2.722,3.368,5.515,7.653,5.046,5.505,5.754,1.351,1.961,1.409,3.854,3.781,5.398,3.525,0.438,3.886,5.63,4.1,4.194,0.716,5.062,1.225,5.963,8.441,3.11,2.722,3.368,5.515,7.653,5.046,5.505,5.754,1.351,1.961,1.409,3.854,3.781,5.398,3.525,0.438,3.886,5.63,4.1,4.194,0.716,5.062,1.225,5.963,8.441
2020-02,3.13,2.775,3.419,5.532,7.642,5.148,5.497,5.83,1.375,1.986,1.362,3.813,3.92,5.368,3.551,0.438,3.865,5.521,4.033,4.226,0.734,5.26,1.235,6.091,8.333,3.13,2.775,3.419,5.532,7.642,5.148,5.497,5.83,1.375,1.986,1.362,3.813,3.92,5.368,3.551,0.438,3.865,5.521,4.033,4.226,0.734,5.26,1.235,6.091,8.333
2020-03,3.376,2.762,3.415,5.535,7.676,5.079,5.257,5.73,1.374,1.994,1.4,3.791,3.907,5.382,3.633,0.442,3.881,5.635,4.108,4.464,0.733,5.175,1.238,6.091,8.265,3.376,2.762,3.415,5.535,7.676,5.079,5.257,5.73,1.374,1.994,1.4,3.791,3.907,5.382,3.633,0.442,3.881,5.635,4.108,4.464,0.733,5.175,1.238,6.091,8.265
2020-04,,,3.673,5.896,7.951,,5.346,5.697,1.406,2.07,1.571,4.014,4.148,5.786,3.826,,4.052,5.708,4.343,,,5.528,1.265,6.41,8.6,,,3.673,5.896,7.951,,5.346,5.697,1.406,2.07,1.571,4.014,4.148,5.786,3.826,,4.052,5.708,4.343,,,5.528,1.265,6.41,8.6
2020-05,,3.085,3.972,7.068,8.957,5.691,5.348,6.308,1.412,2.075,,4.409,4.371,7.049,3.617,0.461,4.461,6.101,4.789,4.549,0.748,6.906,1.26,7.301,9.48,,3.085,3.972,7.068,8.957,5.691,5.348,6.308,1.412,2.075,,4.409,4.371,7.049,3.617,0.461,4.461,6.101,4.789,4.549,0.748,6.906,1.26,7.301,9.48
2020-06,,3.152,4.189,7.057,9.518,6.071,5.772,6.752,1.474,2.118,1.747,4.689,4.544,7.165,3.717,0.468,4.737,6.314,5.33,4.608,0.749,6.546,1.28,7.394,10.423,,3.152,4.189,7.057,9.518,6.071,5.772,6.752,1.474,2.118,1.747,4.689,4.544,7.165,3.717,0.468,4.737,6.314,5.33,4.608,0.749,6.546,1.28,7.394,10.423
2020-07,,3.099,3.91,6.461,8.698,5.672,5.776,6.336,1.485,2.144,1.712,4.355,4.351,6.476,3.696,0.461,4.264,6.052,4.732,4.574,0.772,5.884,1.295,6.95,9.413,,3.099,3.91,6.461,8.698,5.672,5.776,6.336,1.485,2.144,1.712,4.355,4.351,6.476,3.696,0.461,4.264,6.052,4.732,4.574,0.772,5.884,1.295,6.95,9.413
2020-08,,3.045,3.788,6.059,8.213,5.448,5.559,5.995,1.495,2.084,1.609,4.343,4.06,5.972,3.769,0.459,4.177,5.76,4.307,4.631,0.769,5.668,1.303,6.579,8.875,,3.045,3.788,6.059,8.213,5.448,5.559,5.995,1.495,2.084,1.609,4.343,4.06,5.972,3.769,0.459,4.177,5.76,4.307,4.631,0.769,5.668,1.303,6.579,8.875
2020-09,,2.891,3.799,6.035,8.133,5.442,5.619,5.872,1.492,2.081,1.542,4.369,4.066,5.849,3.659,0.451,4.076,5.73,4.165,4.538,0.777,5.76,1.256,6.447,8.795,,2.891,3.799,6.035,8.133,5.442,5.619,5.872,1.492,2.081,1.542,4.369,4.066,5.849,3.659,0.451,4.076,5.73,4.165,4.538,0.777,5.76,1.256,6.447,8.795
2020-10,3.476,2.989,3.632,5.841,8.154,5.375,5.722,5.696,1.503,2.17,1.58,4.138,3.947,5.749,3.848,0.452,4.008,5.758,4.212,4.559,0.766,5.614,1.22,6.383,8.931,3.476,2.989,3.632,5.841,8.154,5.375,5.722,5.696,1.503,2.17,1.58,4.138,3.947,5.749,3.848,0.452,4.008,5.758,4.212,4.559,0.766,5.614,1.22,6.383,8.931
2020-11,3.344,2.974,3.737,5.883,8.081,5.482,5.754,5.729,1.515,2.207,1.639,4.289,4.054,5.96,3.767,0.445,4.027,5.672,4.33,4.55,0.791,5.522,1.262,6.449,8.876,3.344,2.974,3.737,5.883,8.081,5.482,5.754,5.729,1.515,2.207,1.639,4.289,4.054,5.96,3.767,0.445,4.027,5.672,4.33,4.55,0.791,5.522,1.262,6.449,8.876
2020-12,3.261,2.991,3.741,5.868,8.085,5.552,5.831,5.87,1.538,2.203,1.621,4.134,4.248,6.008,3.793,0.45,3.951,5.715,4.202,4.469,0.789,5.302,1.313,6.339,8.98,3.261,2.991,3.741,5.868,8.085,5.552,5.831,5.87,1.538,2.203,1.621,4.134,4.248,6.008,3.793,0.45,3.951,5.715,4.202,4.469,0.789,5.302,1.313,6.339,8.98
2021-01,3.441,3.02,3.694,5.861,8.25,5.632,5.831,5.949,1.546,2.175,1.595,4.204,3.943,5.811,3.669,0.446,3.965,5.705,4.31,4.616,0.794,5.475,1.314,6.522,9.148,3.441,3.02,3.694,5.861,8.25,5.632,5.831,5.949,1.546,2.175,1.595,4.204,3.943,5.811,3.669,0.446,3.965,5.705,4.31,4.616,0.794,5.475,1.314,6.522,9.148
2021-02,3.683,3.001,3.676,6.063,8.281,5.664,5.778,5.782,1.537,2.203,1.583,4.137,3.963,5.991,3.8,0.44,3.987,5.611,4.252,4.921,0.779,5.582,1.324,6.443,9.079,3.683,3.001,3.676,6.063,8.281,5.664,5.778,5.782,1.537,2.203,1.583,4.137,3.963,5.991,3.8,0.44,3.987,5.611,4.252,4.921,0.779,5.582,1.324,6.443,9.079
2021-03,3.511,2.997,3.765,6.229,8.383,5.57,5.852,5.762,1.526,2.196,1.543,4.253,4.067,6.088,3.964,0.436,4.042,5.78,4.377,4.79,0.772,5.625,1.341,6.412,9.134,3.511,2.997,3.765,6.229,8.383,5.57,5.852,5.762,1.526,2.196,1.543,4.253,4.067,6.088,3.964,0.436,4.042,5.78,4.377,4.79,0.772,5.625,1.341,6.412,9.134
2021-04,3.548,3.176,3.844,6.216,8.656,5.703,6.215,6.034,1.51,2.209,1.515,4.328,4.161,5.949,3.939,0.437,4.096,5.973,4.29,4.856,0.785,5.771,1.251,6.64,9.344,3.548,3.176,3.844,6.216,8.656,5.703,6.215,6.034,1.51,2.209,1.515,4.328,4.161,5.949,3.939,0.437,4.096,5.973,4.29,4.856,0.785,5.771,1.251,6.64,9.344
2021-05,3.638,3.217,3.875,6.512,9.12,5.954,6.346,6.225,1.511,2.151,1.486,4.362,4.162,6.381,4.019,0.439,4.101,5.952,4.495,4.907,0.801,5.822,1.336,6.737,9.892,3.638,3.217,3.875,6.512,9.12,5.954,6.346,6.225,1.511,2.151,1.486,4.362,4.162,6.381,4.019,0.439,4.101,5.952,4.495,4.907,0.801,5.822,1.336,6.737,9.892
2021-06,3.773,3.381,4.089,6.824,9.747,6.317,6.67,6.802,1.51,2.026,1.474,4.541,4.351,6.635,4.068,0.356,4.357,6.016,4.565,4.922,0.778,6.209,1.073,7.297,10.78,3.773,3.381,4.089,6.824,9.747,6.317,6.67,6.802,1.51,2.026,1.474,4.541,4.351,6.635,4.068,0.356,4.357,6.016,4.565,4.922,0.778,6.209,1.073,7.297,10.78
2021-07,3.711,3.564,4.081,6.749,9.67,6.37,6.857,6.731,1.491,2.1,1.435,4.455,4.322,6.7,4.065,0.368,4.388,6.081,4.521,4.667,0.782,6.1,1.094,7.183,10.538,3.711,3.564,4.081,6.749,9.67,6.37,6.857,6.731,1.491,2.1,1.435,4.455,4.322,6.7,4.065,0.368,4.388,6.081,4.521,4.667,0.782,6.1,1.094,7.183,10.538
2021-08,3.747,3.474,4.057,6.727,9.652,6.38,7.096,6.666,1.467,2.076,1.472,4.469,4.326,6.8,4.065,0.371,4.468,6.179,4.636,4.683,0.784,6.004,1.089,7.112,10.599,3.747,3.474,4.057,6.727,9.652,6.38,7.096,6.666,1.467,2.076,1.472,4.469,4.326,6.8,4.065,0.371,4.468,6.179,4.636,4.683,0.784,6.004,1.089,7.112,10.599
2021-09,3.831,3.497,4.051,7.133,9.912,6.64,7.22,6.874,1.58,2.102,1.504,4.393,4.233,7.457,3.981,0.382,4.504,6.146,4.786,4.847,0.798,6.276,1.077,7.282,11.01,3.831,3.497,4.051,7.133,9.912,6.64,7.22,6.874,1.58,2.102,1.504,4.393,4.233,7.457,3.981,0.382,4.504,6.146,4.786,4.847,0.798,6.276,1.077,7.282,11.01
2021-10,3.921,3.565,4.147,7.127,10.209,6.751,7.317,6.92,1.526,2.175,1.523,4.495,4.394,7.397,3.815,0.396,4.719,6.371,4.869,4.964,0.788,6.33,1.067,7.304,11.654,3.921,3.565,4.147,7.127,10.209,6.751,7.317,6.92,1.526,2.175,1.523,4.495,4.394,7.397,3.815,0.396,4.719,6.371,4.869,4.964,0.788,6.33,1.067,7.304,11.654
2021-11,3.853,3.665,4.072,7.161,10.228,7.011,7.265,7.159,1.547,2.094,1.583,4.43,4.356,7.272,3.999,0.386,4.716,6.27,4.81,4.937,0.844,6.426,1.093,7.404,11.508,3.853,3.665,4.072,7.161,10.228,7.011,7.265,7.159,1.547,2.094,1.583,4.43,4.356,7.272,3.999,0.386,4.716,6.27,4.81,4.937,0.844,6.426,1.093,7.404,11.508
2021-12,3.707,3.494,4.023,6.948,9.933,7.011,7.211,7.363,1.532,2.099,1.606,4.409,4.357,6.922,4.089,0.388,4.604,6.315,4.792,4.827,0.82,6.234,1.092,7.342,11.055,3.707,3.494,4.023,6.948,9.933,7.011,7.211,7.363,1.532,2.099,1.606,4.409,4.357,6.922,4.089,0.388,4.604,6.315,4.792,4.827,0.82,6.234,1.092,7.342,11.055
2022-01,3.891,3.451,4.019,6.845,9.825,6.771,7.222,6.806,1.555,2.119,1.622,4.374,4.392,6.83,4.223,0.424,4.554,6.519,4.765,4.998,0.832,6.158,1.116,7.378,10.826,3.891,3.451,4.019,6.845,9.825,6.771,7.222,6.806,1.555,2.119,1.622,4.374,4.392,6.83,4.223,0.424,4.554,6.519,4.765,4.998,0.832,6.158,1.116,7.378,10.826
2022-02,4.06,3.479,4.031,6.898,9.753,6.949,7.097,6.977,1.578,2.029,1.632,4.449,4.367,6.83,4.15,0.428,4.63,6.465,4.627,5.119,0.83,6.318,1.148,7.489,10.584,4.06,3.479,4.031,6.898,9.753,6.949,7.097,6.977,1.578,2.029,1.632,4.449,4.367,6.83,4.15,0.428,4.63,6.465,4.627,5.119,0.83,6.318,1.148,7.489,10.584
2022-03,4.055,3.519,4.126,6.971,9.786,6.987,7.203,7.16,1.607,2.121,1.724,4.446,4.679,6.989,4.147,0.448,4.757,6.476,4.87,5.151,0.871,6.295,1.182,7.324,10.658,4.055,3.519,4.126,6.971,9.786,6.987,7.203,7.16,1.607,2.121,1.724,4.446,4.679,6.989,4.147,0.448,4.757,6.476,4.87,5.151,0.871,6.295,1.182,7.324,10.658
2022-04,3.924,3.578,4.178,6.927,9.701,6.876,7.422,7.13,1.612,2.145,1.794,4.575,4.587,7.012,4.174,0.455,4.916,6.479,4.945,4.985,0.9,6.249,1.217,7.266,10.656,3.924,3.578,4.178,6.927,9.701,6.876,7.422,7.13,1.612,2.145,1.794,4.575,4.587,7.012,4.174,0.455,4.916,6.479,4.945,4.985,0.9,6.249,1.217,7.266,10.656
2022-05,3.938,3.609,4.13,6.934,9.69,6.605,7.364,7.023,1.606,2.22,1.824,4.512,4.463,7.031,4.505,0.456,4.794,6.546,4.894,5.172,0.909,6.305,1.291,7.438,10.447,3.938,3.609,4.13,6.934,9.69,6.605,7.364,7.023,1.606,2.22,1.824,4.512,4.463,7.031,4.505,0.456,4.794,6.546,4.894,5.172,0.909,6.305,1.291,7.438,10.447
2022-06,4.117,3.683,4.068,6.783,9.83,6.658,7.403,6.9,1.691,2.23,1.826,4.418,4.468,6.705,4.567,0.498,4.889,6.492,4.997,5.381,0.924,6.27,1.316,7.318,10.721,4.117,3.683,4.068,6.783,9.83,6.658,7.403,6.9,1.691,2.23,1.826,4.418,4.468,6.705,4.567,0.498,4.889,6.492,4.997,5.381,0.924,6.27,1.316,7.318,10.721
2022-07,4.083,3.645,4.174,6.742,9.709,6.805,7.415,7.015,1.715,2.316,1.88,4.459,4.62,6.911,4.654,0.533,4.893,6.58,5.075,5.285,0.929,6.121,1.349,7.131,10.57,4.083,3.645,4.174,6.742,9.709,6.805,7.415,7.015,1.715,2.316,1.88,4.459,4.62,6.911,4.654,0.533,4.893,6.58,5.075,5.285,0.929,6.121,1.349,7.131,10.57
2022-08,4.213,3.633,4.248,6.827,9.535,6.781,7.372,7.08,1.756,2.298,1.879,4.597,4.559,6.975,4.676,0.549,4.937,6.512,5.12,5.346,0.925,6.162,1.368,7.201,10.312,4.213,3.633,4.248,6.827,9.535,6.781,7.372,7.08,1.756,2.298,1.879,4.597,4.559,6.975,4.676,0.549,4.937,6.512,5.12,5.346,0.925,6.162,1.368,7.201,10.312
2022-09,4.339,3.714,4.187,6.832,9.592,6.773,7.383,6.982,1.749,2.362,1.891,4.487,4.595,6.98,4.796,0.556,4.862,6.624,4.89,5.504,0.939,6.249,1.357,7.184,10.543,4.339,3.714,4.187,6.832,9.592,6.773,7.383,6.982,1.749,2.362,1.891,4.487,4.595,6.98,4.796,0.556,4.862,6.624,4.89,5.504,0.939,6.249,1.357,7.184,10.543
2022-10,4.437,3.642,4.273,6.69,9.712,6.609,7.608,6.857,1.814,2.386,1.863,4.492,4.578,6.73,4.869,0.534,4.836,6.68,4.789,5.65,0.963,6.084,1.349,7.173,10.496,4.437,3.642,4.273,6.69,9.712,6.609,7.608,6.857,1.814,2.386,1.863,4.492,4.578,6.73,4.869,0.534,4.836,6.68,4.789,5.65,0.963,6.084,1.349,7.173,10.496
2022-11,4.278,3.692,4.163,6.667,9.541,6.505,7.243,6.58,1.847,2.419,1.843,4.488,4.572,6.782,4.942,0.524,4.853,6.227,4.728,5.521,0.963,6.049,1.428,7.159,10.268,4.278,3.692,4.163,6.667,9.541,6.505,7.243,6.58,1.847,2.419,1.843,4.488,4.572,6.782,4.942,0.524,4.853,6.227,4.728,5.521,0.963,6.049,1.428,7.159,10.268
2022-12,4.048,3.64,4.314,6.724,9.46,6.587,6.956,6.873,1.873,2.419,1.83,4.555,4.674,6.857,4.974,0.522,4.8,6.386,4.758,5.368,0.971,6.217,1.434,7.061,10.169,4.048,3.64,4.314,6.724,9.46,6.587,6.956,6.873,1.873,2.419,1.83,4.555,4.674,6.857,4.974,0.522,4.8,6.386,4.758,5.368,0.971,6.217,1.434,7.061,10.169
2023-01,4.298,3.608,4.14,6.765,9.582,6.596,6.808,6.773,1.888,2.451,1.855,4.283,4.573,6.862,5.058,0.54,4.791,6.393,4.644,5.484,0.97,6.222,1.475,7.272,10.313,4.298,3.608,4.14,6.765,9.582,6.596,6.808,6.773,1.888,2.451,1.855,4.283,4.573,6.862,5.058,0.54,4.791,6.393,4.644,5.484,0.97,6.222,1.475,7.272,10.313
2023-02,4.37,3.588,4.256,6.817,9.68,6.519,6.595,6.785,1.896,2.5,1.894,4.494,4.611,6.819,5.177,0.55,4.778,6.427,4.777,5.668,0.959,6.237,1.486,7.218,10.286,4.37,3.588,4.256,6.817,9.68,6.519,6.595,6.785,1.896,2.5,1.894,4.494,4.611,6.819,5.177,0.55,4.778,6.427,4.777,5.668,0.959,6.237,1.486,7.218,10.286
2023-03,4.34,3.525,4.165,6.765,9.81,6.477,6.613,6.762,1.936,2.533,1.868,4.321,4.617,6.727,5.234,0.546,4.813,6.354,4.753,5.679,0.982,6.221,1.465,7.179,10.284,4.34,3.525,4.165,6.765,9.81,6.477,6.613,6.762,1.936,2.533,1.868,4.321,4.617,6.727,5.234,0.546,4.813,6.354,4.753,5.679,0.982,6.221,1.465,7.179,10.284
2023-04,4.21,3.582,4.099,6.803,9.957,6.564,6.549,6.939,1.989,2.553,1.873,4.489,4.505,6.76,5.193,0.542,4.79,6.579,4.747,5.564,0.98,6.164,1.461,7.345,10.607,4.21,3.582,4.099,6.803,9.957,6.564,6.549,6.939,1.989,2.553,1.873,4.489,4.505,6.76,5.193,0.542,4.79,6.579,4.747,5.564,0.98,6.164,1.461,7.345,10.607
2023-05,4.396,3.598,4.189,7.064,10.223,6.473,6.339,6.756,1.951,2.502,1.92,4.474,4.51,7.042,5.153,0.544,4.96,6.697,4.953,5.813,0.997,6.393,1.458,7.511,10.753,4.396,3.598,4.189,7.064,10.223,6.473,6.339,6.756,1.951,2.502,1.92,4.474,4.51,7.042,5.153,0.544,4.96,6.697,4.953,5.813,0.997,6.393,1.458,7.511,10.753
2023-06,4.444,3.458,4.241,7.02,10.359,6.507,6.224,6.914,1.937,2.564,1.953,4.521,4.562,7.011,5.111,0.551,5.028,6.681,5.106,5.898,1.003,6.367,1.466,7.43,11.164,4.444,3.458,4.241,7.02,10.359,6.507,6.224,6.914,1.937,2.564,1.953,4.521,4.562,7.011,5.111,0.551,5.028,6.681,5.106,5.898,1.003,6.367,1.466,7.43,11.164
2023-07,4.531,3.556,4.238,7.203,10.633,6.769,6.236,7.21,1.98,2.58,1.891,4.473,4.448,7.299,5.091,0.564,5.102,6.851,5.253,5.889,1.006,6.625,1.42,7.664,11.507,4.531,3.556,4.238,7.203,10.633,6.769,6.236,7.21,1.98,2.58,1.891,4.473,4.448,7.299,5.091,0.564,5.102,6.851,5.253,5.889,1.006,6.625,1.42,7.664,11.507
2023-08,4.569,3.63,4.359,7.285,10.75,6.818,6.502,7.157,1.97,2.535,1.958,4.556,4.63,7.298,5.056,0.566,5.076,6.947,5.259,5.895,0.997,6.656,1.404,7.646,11.432,4.569,3.63,4.359,7.285,10.75,6.818,6.502,7.157,1.97,2.535,1.958,4.556,4.63,7.298,5.056,0.566,5.076,6.947,5.259,5.895,0.997,6.656,1.404,7.646,11.432
2023-09,4.563,3.627,4.327,7.251,10.771,6.831,7.083,7.23,1.972,2.537,1.901,4.558,4.552,7.177,5.113,0.565,5.109,6.884,5.185,5.882,0.981,6.613,1.41,7.774,11.626,4.563,3.627,4.327,7.251,10.771,6.831,7.083,7.23,1.972,2.537,1.901,4.558,4.552,7.177,5.113,0.565,5.109,6.884,5.185,5.882,0.981,6.613,1.41,7.774,11.626
2023-10,4.662,3.743,4.452,7.321,10.834,6.787,7.223,7.311,2.002,2.67,1.926,4.767,4.426,7.305,5.129,0.562,5.226,6.991,5.349,5.766,0.96,6.795,1.4,7.987,11.697,4.662,3.743,4.452,7.321,10.834,6.787,7.223,7.311,2.002,2.67,1.926,4.767,4.426,7.305,5.129,0.562,5.226,6.991,5.349,5.766,0.96,6.795,1.4,7.987,11.697
2023-11,4.522,3.711,4.343,7.482,10.482,6.999,6.899,7.16,1.976,2.624,1.976,4.629,4.278,7.612,5.044,0.541,5.353,6.731,5.201,5.528,0.992,6.846,1.369,7.862,11.533,4.522,3.711,4.343,7.482,10.482,6.999,6.899,7.16,1.976,2.624,1.976,4.629,4.278,7.612,5.044,0.541,5.353,6.731,5.201,5.528,0.992,6.846,1.369,7.862,11.533
2023-12,4.4,3.64,4.256,7.348,10.646,6.905,6.774,7.025,2.024,2.647,1.955,4.557,4.327,7.378,5.117,0.538,5.21,6.674,5.118,5.497,0.99,6.885,1.377,7.994,11.691,4.4,3.64,4.256,7.348,10.646,6.905,6.774,7.025,2.024,2.647,1.955,4.557,4.327,7.378,5.117,0.538,5.21,6.674,5.118,5.497,0.99,6.885,1.377,7.994,11.691
2024-01,4.412,3.606,4.236,7.268,10.686,6.918,6.614,7.001,2.033,2.631,1.987,4.524,4.534,7.255,5.019,0.554,5.03,6.778,5.093,5.532,1.0,6.737,1.425,8.106,11.637,4.412,3.606,4.236,7.268,10.686,6.918,6.614,7.001,2.033,2.631,1.987,4.524,4.534,7.255,5.019,0.554,5.03,6.778,5.093,5.532,1.0,6.737,1.425,8.106,11.637
2024-02,4.517,3.564,4.157,7.351,10.53,6.969,6.56,6.839,2.006,2.604,1.951,4.377,4.4,7.513,5.248,0.558,5.132,6.651,5.213,5.666,1.001,6.71,1.432,7.883,11.716,4.517,3.564,4.157,7.351,10.53,6.969,6.56,6.839,2.006,2.604,1.951,4.377,4.4,7.513,5.248,0.558,5.132,6.651,5.213,5.666,1.001,6.71,1.432,7.883,11.716
2024-03,4.475,3.679,4.256,7.395,10.594,7.041,6.609,6.991,1.997,2.585,1.991,4.527,4.333,7.362,5.145,0.565,5.132,6.734,5.421,5.572,1.014,6.974,1.42,8.031,11.537,4.475,3.679,4.256,7.395,10.594,7.041,6.609,6.991,1.997,2.585,1.991,4.527,4.333,7.362,5.145,0.565,5.132,6.734,5.421,5.572,1.014,6.974,1.42,8.031,11.537
2024-04,4.487,3.712,4.235,7.47,10.745,7.244,6.637,7.197,1.998,2.625,1.953,4.511,4.332,7.516,5.121,0.574,5.236,6.809,5.277,5.594,1.025,6.858,1.422,8.11,11.662,4.487,3.712,4.235,7.47,10.745,7.244,6.637,7.197,1.998,2.625,1.953,4.511,4.332,7.516,5.121,0.574,5.236,6.809,5.277,5.594,1.025,6.858,1.422,8.11,11.662
2024-05,4.575,3.764,4.391,7.47,10.734,7.026,6.818,7.229,1.971,2.749,2.013,4.634,4.545,7.531,5.124,0.57,5.148,6.847,5.331,5.668,1.002,6.987,1.377,8.247,11.558,4.575,3.764,4.391,7.47,10.734,7.026,6.818,7.229,1.971,2.749,2.013,4.634,4.545,7.531,5.124,0.57,5.148,6.847,5.331,5.668,1.002,6.987,1.377,8.247,11.558
2024-06,4.562,3.645,4.397,7.472,10.635,7.281,6.827,7.239,1.973,2.775,2.007,4.589,4.616,7.649,5.017,0.575,5.472,6.893,5.364,5.567,1.018,6.879,1.435,7.927,11.465,4.562,3.645,4.397,7.472,10.635,7.281,6.827,7.239,1.973,2.775,2.007,4.589,4.616,7.649,5.017,0.575,5.472,6.893,5.364,5.567,1.018,6.879,1.435,7.927,11.465
2024-07,4.71,3.621,4.409,7.638,10.856,7.216,6.883,7.145,1.975,2.693,1.988,4.652,4.568,7.781,5.102,0.574,5.497,7.169,5.47,5.727,1.039,7.121,1.432,8.059,11.726,4.71,3.621,4.409,7.638,10.856,7.216,6.883,7.145,1.975,2.693,1.988,4.652,4.568,7.781,5.102,0.574,5.497,7.169,5.47,5.727,1.039,7.121,1.432,8.059,11.726
